_id,lat,lon,region,name_en,name_ru,official_status
54,55.0288307,82.9226887,,Novosibirsk,Новосибирск,город
26163795,56.0176160,29.9171280,Псковская область,Nevel,Невель,город
26878551,67.1514420,32.4130551,Мурманская область,Kandalaksha,Кандалакша,город
26898767,67.5686260,33.4043920,Мурманская область,Apatity,Апатиты,город
26898768,65.2000960,31.1801720,,Kalevala,Калевала,посёлок городского типа
26898769,67.6151331,33.6637527,Мурманская область,Kirovsk,Кировск,город
26898776,63.8924047,34.2660109,,Nadvoitsy,Надвоицы,посёлок городского типа
26898825,63.7435087,34.3106868,,Segezha,Сегежа,город
26898826,66.8574520,32.3871000,Мурманская область,Zelenoborskij,Зеленоборский,посёлок городского типа
26901966,64.5633850,39.8237690,Архангельская область,Severodvinsk,Северодвинск,город
26903504,61.7900426,34.3900070,,Petrozavodsk,Петрозаводск,город
26921263,62.2092900,34.2681850,,Kondopoga,Кондопога,город
26925161,65.8439560,44.2441410,Архангельская область,Mezen',Мезень,город
26951330,59.2188760,39.8932760,Вологодская область,Vologda,Вологда,город
26952234,61.5091210,38.9407960,Архангельская область,Kargopol',Каргополь,город
26958524,61.0756446,42.0979582,Архангельская область,Vel'sk,Вельск,город
27000366,56.8586750,35.9208284,Тверская область,Tver,Тверь,город
27001056,57.5883648,34.5720732,Тверская область,Vysnij Volocek,Вышний Волочёк,город
27017589,58.5209862,31.2757862,Новгородская область,Veliky Novgorod,Великий Новгород,город
27023177,58.7356990,29.8475013,Ленинградская область,Luga,Луга,город
27024680,59.7222560,30.4157310,Санкт-Петербург,Pushkin,Пушкин,город
27025179,59.5706273,30.1305083,Ленинградская область,Gatchina,Гатчина,город
27025689,57.8173923,28.3343465,,Pskov,Псков,город
27048976,54.7101280,20.5105838,Калининградская область,Kaliningrad,Калининград,город
27048978,54.6437214,19.8941584,Калининградская область,Baltiysk,Балтийск,город
27072632,56.3423610,30.5279220,Псковская область,Velikiye Luki,Великие Луки,город
27072633,54.7814057,32.0461261,Смоленская область,Smolensk,Смоленск,город
27073428,53.2423778,34.3668288,Брянская область,Bryansk,Брянск,город
27081144,56.7116700,28.6568180,Псковская область,Opochka,Опочка,город
27084320,56.2774187,28.4848862,Псковская область,Sebezh,Себеж,город
27090043,51.7394330,36.1796040,Курская область,Kursk,Курск,город
27096008,52.9687747,36.0694937,Орловская область,Oryol,Орёл,город
27119039,50.5955595,36.5873394,Белгородская область,Belgorod,Белгород,город
27212295,45.1907635,33.3679049,,Yevpatoriya,Евпатория,город
27446511,59.6443230,33.5418624,Ленинградская область,Tikhvin,Тихвин,город
27464354,57.2578179,39.1476952,Ярославская область,Borisoglebsky,Борисоглебский,рабочий посёлок
27464486,57.1860127,39.4249557,Ярославская область,Rostov,Ростов,город
27490597,59.9387320,30.3162290,,Saint Petersburg,Санкт-Петербург,город
27492465,58.8960621,34.5121844,Новгородская область,,Хвойная,рабочий посёлок
27503886,43.1150678,131.8855768,,Vladivostok,Владивосток,город
27503892,56.8391040,60.6082500,Свердловская область,Yekaterinburg,Екатеринбург,город
27503945,53.1986270,50.1139870,Самарская область,Samara,Самара,город
27503946,54.9913750,73.3715290,Омская область,Omsk,Омск,город
27504067,55.7823547,49.1242266,Татарстан,Qazan,Казань,город
27504156,55.1598408,61.4025547,Челябинская область,Chelyabinsk,Челябинск,город
27504327,54.7261409,55.9474990,Башкортостан,Ufa,Уфа,город
27504363,48.7081906,44.5153353,Волгоградская область,Volgograd,Волгоград,город
27504531,58.0149650,56.2467230,Пермский край,Perm,Пермь,город
27504590,51.5300180,46.0346830,Саратовская область,Saratov,Саратов,город
27505044,51.6605982,39.2005858,Воронежская область,Voronezh,Воронеж,город
27505046,53.5149884,49.4073316,Самарская область,Tolyatti,Тольятти,город
27505129,45.0351532,38.9772396,Краснодарский край,Krasnodar,Краснодар,город
27505266,57.6263877,39.8933705,Ярославская область,Yaroslavl,Ярославль,город
27505285,53.3475493,83.7788448,Алтайский край,Barnaul,Барнаул,город
27505335,52.2891225,104.2798290,Иркутская область,Irkutsk,Иркутск,город
27505477,53.7575903,87.1358494,Кемеровская область,Novokuznetsk,Новокузнецк,город
27505509,51.7671248,55.0978517,Оренбургская область,Orenburg,Оренбург,город
27505582,54.6295687,39.7425039,Рязанская область,Ryazan,Рязань,город
27505663,53.2000010,45.0000000,Пензенская область,Penza,Пенза,город
27505666,57.1535340,65.5422740,Тюменская область,Tyumen,Тюмень,город
27505889,56.3264816,44.0051395,Нижегородская область,Nizhny Novgorod,Нижний Новгород,город
29750243,45.2590875,38.1244609,Краснодарский край,Slavyansk-na-Kubani,Славянск-на-Кубани,город
29751525,45.2751663,37.3905481,Краснодарский край,Temryuk,Темрюк,город
29804102,44.8942720,37.3168870,Краснодарский край,Anapa,Анапа,город
29866496,46.0431810,38.1554803,Краснодарский край,Primorsko-Akhtarsk,Приморско-Ахтарск,город
29866526,46.7112094,38.2747987,Краснодарский край,Yeysk,Ейск,город
29980667,47.2153657,38.9285216,Ростовская область,Taganrog,Таганрог,город
34043670,43.5854823,39.7231090,Краснодарский край,Sochi,Сочи,город
34181150,44.5609447,38.0766832,Краснодарский край,Gelendzhik,Геленджик,город
34181855,44.6515718,37.9395292,Краснодарский край,Kabardinka,Кабардинка,село
34389205,56.7362705,37.1623696,Московская область,Dubna,Дубна,город
34389206,56.7131572,36.7775654,Тверская область,Konakovo,Конаково,город
34389350,54.1930321,37.6175400,Тульская область,Tula,Тула,город
34390476,60.3666650,28.6166730,Ленинградская область,Primorsk,Приморск,город
34390960,60.6280319,28.5688339,Ленинградская область,Vysotsk,Высоцк,город
34391623,61.1112542,28.8701036,Ленинградская область,Svetogorsk,Светогорск,город
34391624,60.9526102,29.1303401,Ленинградская область,Kamennogorsk,Каменногорск,город
34392894,60.1052425,32.3147626,Ленинградская область,Novaya Ladoga,Новая Ладога,город
34392911,59.9275868,32.3276803,Ленинградская область,Volkhov,Волхов,город
34395335,43.1875572,44.5375689,,Beslan,Беслан,город
34395338,43.2320774,44.7540128,Ингушетия,Nazran,Назрань,город
34395341,43.1666497,44.8048191,Ингушетия,Magas,Магас,город
34506055,57.9051490,59.9508466,Свердловская область,Nizhny Tagil,Нижний Тагил,город
34506389,67.5035662,64.0627028,,Vorkuta,Воркута,город
36714827,45.0433245,41.9690934,Ставропольский край,Stavropol,Ставрополь,город
36722707,44.6342653,39.1363613,Краснодарский край,Goryachiy Klyuch,Горячий Ключ,город
36722824,44.0984747,39.0718875,Краснодарский край,Tuapse,Туапсе,город
60078302,52.5844460,32.7600980,Брянская область,,Стародуб,город
60078390,52.8451000,32.6867000,Брянская область,Unecha,Унеча,город
60078445,53.9483965,32.8606696,Смоленская область,Roslavl,Рославль,город
60079145,59.5412777,30.8773645,Ленинградская область,Tosno,Тосно,город
60081897,59.7484440,30.6044790,Санкт-Петербург,Kolpino,Колпино,город
60237699,54.9600365,20.4750188,Калининградская область,Zelenogradsk,Зеленоградск,город
60237889,54.6733550,20.1311530,Калининградская область,,Светлый,город
60238036,54.4636264,19.9414303,Калининградская область,Mamonovo,Мамоново,город
60238153,54.3868191,20.6405124,Калининградская область,,Багратионовск,город
60238387,55.0809688,21.8882673,Калининградская область,Sovetsk,Советск,город
60238408,55.0359656,22.0293578,Калининградская область,,Неман,город
60238585,54.8602520,21.1070270,Калининградская область,Polessk,Полесск,город
60405981,57.0407940,34.9733730,Тверская область,Torzhok,Торжок,город
60477767,60.1970751,29.7071585,Санкт-Петербург,Zelenogorsk,Зеленогорск,город
60696063,59.3463250,31.2442070,Ленинградская область,Lyuban,Любань,город
60699035,53.0591919,32.8500077,Брянская область,Mglin,Мглин,город
76611479,52.6041877,39.5936899,Липецкая область,Lipetsk,Липецк,город
76752092,57.7652890,29.5518780,Псковская область,Porkhov,Порхов,город
79736088,57.0525050,53.9906120,Удмуртия,Votkinsk,Воткинск,город
82452220,56.3355601,36.7351318,Московская область,Klin,Клин,город
82545393,61.0385285,30.1248482,Ленинградская область,Priozersk,Приозерск,город
82739207,56.7787468,54.1500704,,Chaikovsky,Чайковский,город
83087798,59.8818470,29.9120410,Санкт-Петербург,Peterhof,Петергоф,город
83308922,60.2566510,29.6051421,Ленинградская область,Roshchino,Рощино,городской посёлок
83312335,60.5570987,30.2540609,Ленинградская область,Sosnovo,Сосново,посёлок
87705691,44.7239578,37.7690711,Краснодарский край,Novorossiysk,Новороссийск,город
89982639,54.7415766,35.2264393,Калужская область,,Юхнов,город
90045540,54.9695000,35.8570000,Калужская область,Medyn,Медынь,город
90441479,50.9459056,46.9724620,Саратовская область,Krasny Kut,Красный Кут,город
90471328,50.7970972,42.0051866,Волгоградская область,Uryupinsk,Урюпинск,город
90495941,55.0951738,36.6119130,Калужская область,Obninsk,Обнинск,город
90496729,55.1783579,36.6575564,Калужская область,Balabanovo,Балабаново,город
92383389,57.5267830,38.3166890,Ярославская область,Uglich,Углич,город
92441557,56.7367178,38.8462714,,Pereslavl-Zalessky,Переславль-Залесский,город
92774502,57.7847250,38.4515950,Ярославская область,Myshkin,Мышкин,город
93384125,56.3450695,37.5200723,Московская область,Dmitrov,Дмитров,город
93384127,56.7309410,37.5280160,Московская область,Taldom,Талдом,город
93387393,56.3962287,38.7111103,Владимирская область,Alexandrov,Александров,город
93390174,56.2939784,39.3759931,Владимирская область,,Кольчугино,город
93701882,43.6820626,43.5344319,,Baksan,Баксан,город
93711720,43.4769604,43.5966578,,Nalchik,Нальчик,город
94075151,55.8269908,34.2770455,Смоленская область,,Сычёвка,город
94091844,56.8556330,33.4522860,Тверская область,Selizharovo,Селижарово,посёлок городского типа
94102909,57.1557583,33.1013213,Тверская область,Ostashkov,Осташков,город
97811692,52.5835000,33.7674670,Брянская область,,Трубчевск,город
97816108,52.5542830,33.2637060,Брянская область,Pogar,Погар,посёлок городского типа
101480194,51.5013775,46.1233093,Саратовская область,Engels,Энгельс,город
113548786,58.6035661,49.6666241,Кировская область,Kirov,Киров,город
125891414,60.1437070,30.2078060,Ленинградская область,Sertolovo,Сертолово,город
130201149,52.5370860,31.9336700,Брянская область,Novozybkov,Новозыбков,город
130201537,52.4274018,31.7371106,Брянская область,Zlynka,Злынка,город
140560218,53.0131501,32.3931633,Брянская область,Surazh,Сураж,город
140562335,52.1560210,34.4945720,Брянская область,,Севск,город
140563839,52.8271323,34.4993843,Брянская область,,Навля,посёлок городского типа
140594314,56.0360129,35.9583358,Московская область,Volokolamsk,Волоколамск,город
143561186,55.9341491,37.5142417,Московская область,Dolgoprudny,Долгопрудный,город
143564891,55.8917293,37.4396994,,Khimki,Химки,город
148899210,58.0503730,38.8346370,Ярославская область,Rybinsk,Рыбинск,город
148899605,57.2400206,37.8404883,Тверская область,Kalyazin,Калязин,город
148899607,57.8753850,39.5272140,Ярославская область,Tutaev,Тутаев,город
148901123,57.7679158,40.9269141,Костромская область,Kostroma,Кострома,город
148901125,56.9984452,40.9737394,Ивановская область,Ivanovo,Иваново,город
148901126,57.3617550,37.6114540,Тверская область,Kashin,Кашин,город
148912020,56.8734395,37.3556968,Тверская область,Kimry,Кимры,город
153568874,55.7577131,52.0539938,Татарстан,Alabuğa,Елабуга,город
156159426,55.7813357,38.6507838,Московская область,Pavlovsky Posad,Павловский Посад,город
156167469,55.7903785,38.4405711,Московская область,Elektrostal,Электросталь,город
156167485,55.8553511,38.4411898,Московская область,Noginsk,Ногинск,город
160258541,44.0397750,43.0706669,,Pyatigorsk,Пятигорск,город
160569651,47.2216548,39.7096061,Ростовская область,Rostov-on-Don,Ростов-на-Дону,город
163043169,56.4884594,84.9527189,,Tomsk,Томск,город
173833660,55.2643778,31.5178326,Смоленская область,,Демидов,город
173835805,55.6045223,31.1949976,Смоленская область,,Велиж,город
173846663,56.8247830,30.1444820,Псковская область,,Локня,посёлок городского типа
173863860,56.9738846,29.8845309,Псковская область,Bezhanitsy,Бежаницы,рабочий посёлок
174842795,56.1092126,69.4571520,Тюменская область,Ishim,Ишим,город
176957217,66.5375387,66.6157469,Ямало-Ненецкий автономный округ,Salekhard,Салехард,город
176960743,66.6615094,66.3810869,Ямало-Ненецкий автономный округ,Labytnangi,Лабытнанги,город
178108820,57.6651950,66.1723250,Тюменская область,,Нижняя Тавда,село
178926370,56.0650710,85.6313250,Кемеровская область,Taiga,Тайга,город
178927700,56.5780790,85.1035230,Томская область,Svetly,Светлый,посёлок
178951928,56.0090968,92.8725147,Красноярский край,Krasnoyarsk,Красноярск,город
178972986,56.9991870,86.1416700,Томская область,Asino,Асино,город
179108306,56.4269220,85.0221020,Томская область,Zonalnaya Stantsiya,Зональная Станция,посёлок
179165864,57.0706140,86.2260820,Томская область,Pervomayskoye,Первомайское,село
179374935,55.4543500,65.3218770,Курганская область,Kurgan,Курган,город
186985543,57.3437420,83.9301530,Томская область,Krivosheino,Кривошеино,село
186987910,57.5812043,83.7605958,Томская область,Molchanovo,Молчаново,село
187010245,58.3136670,82.9035570,Томская область,Kolpashevo,Колпашево,город
187013636,56.5544170,84.0904080,Томская область,Melnikovo,Мельниково,село
188558082,59.1286960,37.9163890,Вологодская область,Cherepovets,Череповец,город
191636706,51.9577750,85.9636530,Республика Алтай,Gorno-Altaysk,Горно-Алтайск,город
191638748,44.2285229,42.0482570,,Cherkessk,Черкесск,город
191640862,56.6328248,47.8972462,Марий Эл,Yoshkar-Ola,Йошкар-Ола,город
191641244,44.6062079,40.1040530,Адыгея,Maykop,Майкоп,город
191644503,42.9830241,47.5048717,Дагестан,Makhachkala,Махачкала,город
191648647,46.3069990,44.2701870,,Elista,Элиста,город
191650708,61.6685237,50.8352024,,Syktyvkar,Сыктывкар,город
191651581,54.1867100,45.1838300,,Saransk,Саранск,город
191652335,62.0274078,129.7319787,,Yakutsk,Якутск,город
191655065,51.7190790,94.4300679,,Kyzyl,Кызыл,город
191667890,53.0199838,158.6471356,Камчатский край,Petropavlovsk-Kamchatsky,Петропавловск-Камчатский,город
191698855,56.1288899,40.4075203,Владимирская область,Vladimir,Владимир,город
191723030,46.9574273,142.7274380,Сахалинская область,Yuzhno-Sakhalinsk,Южно-Сахалинск,город
191725784,52.7287900,41.4553600,Тамбовская область,Tambov,Тамбов,город
191732832,51.1057609,114.5408006,Забайкальский край,Aginskoye,Агинское,посёлок городского типа
191733890,67.6380175,53.0071044,Ненецкий автономный округ,Nar'yan-Mar,Нарьян-Мар,город
191736223,61.0034448,69.0190006,,Khanty-Mansiysk,Ханты-Мансийск,город
191736988,64.7316875,177.5060925,Чукотский автономный округ,Anadyr,Анадырь,город
191738860,48.7881668,132.9282082,Еврейская автономная область,Birobidzhan,Биробиджан,город
191749240,55.7419774,52.3992070,Татарстан,Çallı,Набережные Челны,город
191752285,48.7821020,44.7779843,Волгоградская область,Volzhskiy,Волжский,город
191754078,61.2540320,73.3964000,,Surgut,Сургут,город
191754954,50.5508770,137.0207820,Хабаровский край,Komsomolsk-on-Amur,Комсомольск-на-Амуре,город
191756795,53.6323740,55.9522590,Башкортостан,Sterlitamak,Стерлитамак,город
191758663,56.1517085,101.6334907,Иркутская область,Bratsk,Братск,город
191761177,56.2382157,43.4617405,Нижегородская область,Dzerzhinsk,Дзержинск,город
191771467,47.7119167,40.2115699,Ростовская область,Shakhty,Шахты,город
191773560,52.5311117,103.8826109,Иркутская область,Angarsk,Ангарск,город
191774769,60.9339411,76.5814274,,Nizhnevartovsk,Нижневартовск,город
191779212,53.8909720,86.7376630,Кемеровская область,Prokopyevsk,Прокопьевск,город
191780610,69.3498394,88.2005170,,Norilsk,Норильск,город
191824980,44.9993585,41.1294061,Краснодарский край,Armavir,Армавир,город
191843200,55.1674213,59.6792625,Челябинская область,Zlatoust,Златоуст,город
191843504,56.4154510,61.9177970,Свердловская область,Kamensk-Uralsky,Каменск-Уральский,город
191846117,47.4106600,40.1019860,Ростовская область,Novocherkassk,Новочеркасск,город
191849717,55.9204898,37.8326289,Московская область,Korolyov,Королёв,город
191850710,42.8246489,132.8926000,Приморский край,Nakhodka,Находка,город
191851580,47.5128177,42.1717606,Ростовская область,Volgodonsk,Волгодонск,город
191852866,59.4084171,56.8036958,Пермский край,Berezniki,Березники,город
191855308,51.5276264,81.2176174,Алтайский край,Rubtsovsk,Рубцовск,город
191858851,55.6783142,37.8937700,Московская область,Lyubertsy,Люберцы,город
191863710,55.0653040,60.1083370,Челябинская область,Miass,Миасс,город
191864581,43.7972447,131.9520752,Приморский край,Ussurijsk,Уссурийск,город
191866198,56.3746030,41.3116760,Владимирская область,Kovrov,Ковров,город
191867420,55.0938743,38.7670121,Московская область,Kolomna,Коломна,город
191870333,55.1131951,61.6216332,Челябинская область,Kopeysk,Копейск,город
191871001,56.9051246,59.9431941,Свердловская область,Pervouralsk,Первоуральск,город
191871925,55.6711507,37.2727963,Московская область,Odintsovo,Одинцово,город
191872996,44.6245814,41.9475941,Ставропольский край,Nevinnomyssk,Невинномысск,город
191875199,43.9128743,42.7192186,Ставропольский край,Kislovodsk,Кисловодск,город
191878451,54.2188995,49.6038982,Ульяновская область,Dimitrovgrad,Димитровград,город
191879312,56.1140023,47.4870341,Чувашия,Novocheboksarsk,Новочебоксарск,город
191880180,54.9155247,37.4195533,Московская область,Serpukhov,Серпухов,город
191880979,43.2469160,46.5855184,Дагестан,Khasavyurt,Хасавюрт,город
191882252,50.0808422,45.4048003,Волгоградская область,Kamyshin,Камышин,город
191884653,55.5738000,42.0447000,Владимирская область,Murom,Муром,город
191885615,55.8083278,38.9790038,Московская область,,Орехово-Зуево,город
191886499,56.0884031,54.2478094,Башкортостан,Neftekamsk,Нефтекамск,город
191889906,47.7558886,39.9359870,Ростовская область,Novoshakhtinsk,Новошахтинск,город
191890746,56.2694846,90.4953964,Красноярский край,Achinsk,Ачинск,город
191891797,52.6219865,38.5003298,Липецкая область,Yelets,Елец,город
191892583,56.3153529,38.1358208,Московская область,Sergiyev Posad,Сергиев Посад,город
191894808,61.0903090,72.6101000,,Nefteyugansk,Нефтеюганск,город
191896570,53.0992430,49.9483640,Самарская область,Novokuybyshevsk,Новокуйбышевск,город
191897505,63.2002917,75.4475807,,Noyabrsk,Ноябрьск,город
191901380,54.4809722,53.4660062,Башкортостан,Oktjabrski,Октябрьский,город
191902212,56.6031610,84.8810120,Томская область,Seversk,Северск,город
191902906,55.3989463,43.8408129,,Arzamas,Арзамас,город
191903740,42.0578580,48.2887648,,Derbent,Дербент,город
191907831,51.1963690,58.2985270,Оренбургская область,Novotroitsk,Новотроицк,город
191908717,54.0049872,86.6354771,Кемеровская область,Kiselyovsk,Киселёвск,город
191909355,53.6863763,88.0703443,Кемеровская область,Mezhdurechensk,Междуреченск,город
191909841,63.5623797,53.6842376,,Ukhta,Ухта,город
191911296,43.3570377,132.1853629,Приморский край,Artyom,Артём,город
191912193,56.2059970,95.7067870,Красноярский край,Kansk,Канск,город
191913805,55.5972801,38.1199863,Московская область,Zhukovsky,Жуковский,город
191914736,58.1998048,68.2512924,Тюменская область,Tobolsk,Тобольск,город
203914619,57.0205380,82.0668720,Томская область,Bakchar,Бакчар,село
203999445,56.8342060,86.6211780,Томская область,Zyryanskoye,Зырянское,село
204764214,51.6567690,103.7192920,Иркутская область,Slyudyanka,Слюдянка,город
204815902,69.4060670,86.1750720,Красноярский край,Dudinka,Дудинка,город
204816649,64.2741955,100.2169635,Красноярский край,Tura,Тура,посёлок
205159518,55.7136000,84.9347990,Кемеровская область,Yurga,Юрга,город
205177205,55.2751962,85.6228741,Кемеровская область,Topki,Топки,город
205216827,54.6654430,86.1661150,Кемеровская область,Leninsk-Kuznetsky,Ленинск-Кузнецкий,город
205375412,58.4475598,85.0389307,Томская область,Bely Yar,Белый Яр,рабочий посёлок
205430993,56.2020084,86.4485361,Кемеровская область,Yaya,Яя,посёлок городского типа
205437775,56.2062990,87.7512590,Кемеровская область,Mariinsk,Мариинск,город
206092285,59.8968655,29.0765628,Ленинградская область,Sosnoviy Bor,Сосновый Бор,город
206111919,55.8717888,85.4380316,Кемеровская область,Yashkino,Яшкино,посёлок городского типа
206131650,58.0413743,65.2719986,Свердловская область,Tavda,Тавда,город
206204308,54.6031420,86.2760240,Кемеровская область,Polysayevo,Полысаево,город
206803392,58.7139667,81.5018413,Томская область,Parabel,Парабель,село
206809742,59.0598053,80.8708719,Томская область,Kargasok,Каргасок,село
206864037,58.8406817,50.8410741,Кировская область,,Белая Холуница,город
210111403,60.7327580,77.6008070,Томская область,Strezhevoy,Стрежевой,город
210122762,55.8055380,68.3089070,Тюменская область,,Бердюжье,село
210133788,56.3955420,68.3750690,Тюменская область,,Голышманово,рабочий посёлок
210221063,56.2600069,83.9750781,Томская область,Kozhevnikovo,Кожевниково,село
210251157,54.9944056,82.4427018,Новосибирская область,Chik,Чик,рабочий посёлок
210305929,56.2380600,96.0669400,Красноярский край,Ilansky,Иланский,город
210321646,55.9642750,97.8245090,Иркутская область,Biryusinsk,Бирюсинск,город
210323639,55.9385304,98.0196711,Иркутская область,Tayshet,Тайшет,город
210375564,60.4314460,77.8658450,Томская область,Aleksandrovskoye,Александровское,село
210526082,57.5619200,79.5708010,Томская область,Kedrovy,Кедровый,город
210737785,57.7915323,82.6441106,Томская область,Podgornoye,Подгорное,село
211503865,60.0685580,30.3948140,Ленинградская область,Bugry,Бугры,посёлок
211504478,60.1097594,30.4925228,Ленинградская область,Kuzmolovskiy,Кузьмоловский,посёлок городского типа
216890905,53.6069950,87.3328930,Кемеровская область,Osinniki,Осинники,город
217317194,59.3743982,28.5981591,Ленинградская область,Kingisepp,Кингисепп,город
217323851,59.3744139,28.2192542,Ленинградская область,Ivangorod,Ивангород,город
221109841,53.5194590,87.2861790,Кемеровская область,Kaltan,Калтан,город
221123415,53.4029200,87.2845310,,Malinovka,Малиновка,посёлок
221173014,52.7594694,87.8484499,Кемеровская область,Tashtagol,Таштагол,город
221181091,52.9259826,87.9767624,Кемеровская область,Sheregesh,Шерегеш,посёлок городского типа
221214205,53.7138600,87.8003160,Кемеровская область,Myski,Мыски,город
235967510,60.0981084,29.9597606,Санкт-Петербург,Sestroretsk,Сестрорецк,город
243067858,60.2186937,30.2931287,Ленинградская область,Agalatovo,Агалатово,деревня
243067926,60.0837018,30.2795673,Санкт-Петербург,Pargolovo,Парголово,посёлок
243068681,60.0240060,30.6460420,Ленинградская область,Vsevolozhsk,Всеволожск,город
243083247,54.9084881,99.0302862,Иркутская область,Nizhneudinsk,Нижнеудинск,город
243329007,54.5620960,100.5792160,Иркутская область,Tulun,Тулун,город
243347526,51.8342930,108.2706150,Бурятия,Zaigrayevo,Заиграево,посёлок городского типа
243349531,51.2752150,108.8544850,Забайкальский край,Petrovsk-Zabaykalsky,Петровск-Забайкальский,город
243355185,51.3628436,110.4579749,Забайкальский край,Khilok,Хилок,город
243367757,59.7034799,30.7861084,Ленинградская область,Nikolskoye,Никольское,город
243480022,60.1588778,30.5255831,Ленинградская область,Toksovo,Токсово,посёлок городского типа
243527503,51.6234020,114.3406300,Забайкальский край,Karymskoye,Карымское,посёлок городского типа
243634984,51.8516390,116.0258940,Забайкальский край,Shilka,Шилка,город
243635532,51.9004750,116.2519680,Забайкальский край,Kholbon,Холбон,посёлок городского типа
243695003,52.5140690,117.0137100,Забайкальский край,Chernyshevsk,Чернышевск,посёлок городского типа
243836016,56.0873640,63.6294820,Курганская область,Shadrinsk,Шадринск,город
243991807,57.0415270,65.7271040,Тюменская область,,Боровский,рабочий посёлок
243991809,56.9641190,65.7805860,Тюменская область,,Винзили,рабочий посёлок
243991812,56.8940700,65.8946230,Тюменская область,,Богандинский,рабочий посёлок
243991814,56.6549340,66.3127520,Тюменская область,Yalutorovsk,Ялуторовск,город
243991822,56.5092930,66.5392610,Тюменская область,Zavodoukovsk,Заводоуковск,город
243993517,55.9451290,67.6854020,Тюменская область,,Армизонское,село
243993518,55.6434378,69.2419265,Тюменская область,,Казанское,село
243993519,56.2890240,70.4530260,Тюменская область,Abatskiy,Абатское,село
243993520,55.5648960,71.3493650,Омская область,Nazyvayevsk,Называевск,город
243995008,56.4766460,67.6639400,Тюменская область,,Омутинское,село
244064712,59.5129787,34.1773573,Ленинградская область,Pikalyovo,Пикалёво,город
244078631,52.2431910,117.6955410,Забайкальский край,Sretensk,Сретенск,город
244213400,60.1024225,30.2040627,Санкт-Петербург,Levashovo,Левашово,посёлок
244217868,59.9908450,29.7746520,Санкт-Петербург,Kronstadt,Кронштадт,город
244220844,60.1397073,32.5637502,Ленинградская область,Syasstroy,Сясьстрой,город
244396312,52.7609750,55.7964820,Башкортостан,,Кумертау,город
244529460,57.3064040,88.1671680,Томская область,Teguldet,Тегульдет,село
245917485,59.0440083,52.3552684,Кировская область,Peskovka,Песковка,посёлок городского типа
246280229,59.1992190,37.1486090,Вологодская область,,Кадуй,посёлок городского типа
246459003,54.5101087,36.2598115,Калужская область,Kaluga,Калуга,город
246559783,59.1638300,35.3293690,Вологодская область,Chagoda,Чагода,посёлок городского типа
246566425,58.8428204,36.4296982,Вологодская область,Ustyuzhna,Устюжна,город
246669195,56.2114640,89.5316390,Красноярский край,Bogotol,Боготол,город
246676969,59.9474180,30.5614530,Ленинградская область,Yanino-1,Янино-1,городской посёлок
246678899,59.8813954,30.9855331,Ленинградская область,Kirovsk,Кировск,город
246830274,57.3446310,28.3578170,Псковская область,Ostrov,Остров,город
247077588,52.9632800,55.9286120,Башкортостан,Meleuz,Мелеуз,город
247216329,62.0820094,32.3458560,,Suoyarvi,Суоярви,город
247704625,56.9724682,60.5738926,Свердловская область,Verkhnyaya Pyshma,Верхняя Пышма,город
248268280,59.9615811,29.4166768,Ленинградская область,Lebyazhye,Лебяжье,посёлок городского типа
248517049,60.7339323,33.5457731,Ленинградская область,Lodeynoye Pole,Лодейное Поле,город
248560493,58.2476650,32.5228580,Новгородская область,,Крестцы,рабочий посёлок
248561620,57.9791414,33.2537994,Новгородская область,Valday,Валдай,город
248561802,57.8852040,34.0496030,Тверская область,Bologoe,Бологое,город
248877229,59.8590575,38.3758696,Вологодская область,Kirillov,Кириллов,город
249629979,60.0319900,37.7842189,Вологодская область,Belozersk,Белозерск,город
249759120,60.0461930,30.4458901,Ленинградская область,Murino,Мурино,город
249841082,61.1211675,29.8730838,Ленинградская область,Kuznechnoye,Кузнечное,посёлок городского типа
250133468,58.5991505,35.8230767,Новгородская область,Pestovo,Пестово,город
250622613,55.0311430,55.9818760,Башкортостан,Blagoveshchensk,Благовещенск,город
251069363,55.4206774,55.5407179,Башкортостан,Birsk,Бирск,город
251069799,54.6065370,53.6974004,Башкортостан,Tujmazy,Туймазы,город
251071107,55.8992760,53.9374202,Башкортостан,Agidel,Агидель,город
251072970,55.4906160,54.8638950,Башкортостан,Dyurtyuli,Дюртюли,город
251073091,55.1071240,55.3422010,Башкортостан,Kushnarenkovo,Кушнаренково,село
251073791,44.6054434,33.5220842,Севастополь,Sevastopol,Севастополь,город
251471563,64.4192120,40.7937930,Архангельская область,Novodvinsk,Новодвинск,город
251524158,56.2707600,54.9317020,Башкортостан,Yanaul,Янаул,город
251526742,54.9908896,57.2780531,Челябинская область,Asha,Аша,город
251531240,54.9307169,58.1743686,Челябинская область,Ust'-Katav,Усть-Катав,город
251532339,54.8700750,58.4278070,Челябинская область,Yuryuzan',Юрюзань,город
251645471,52.0334090,113.5008930,Забайкальский край,Chita,Чита,город
251710853,59.2069457,38.5009851,Вологодская область,Sheksna,Шексна,посёлок городского типа
252176252,44.9521459,34.1024858,,Simferopol,Симферополь,город
252425945,59.7337993,30.0862468,Санкт-Петербург,Krasnoye Selo,Красное Село,город
252546931,55.7043101,38.9569091,Московская область,Likino-Dulyovo,Ликино-Дулёво,город
252975800,54.9211081,82.9905861,Новосибирская область,Krasnoobsk,Краснообск,рабочий посёлок
